age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor_3m,nr_employed,y,date,latitude,longitude,id,default_str,housing_str,loan_str,contact_month,contact_year,pdays_clean,pdays_label
33.0,admin_,single,university_degree,False,True,True,telephone,553,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-03-15,38.771,-108.085,210849c1_3bb7_44cb_9d59_18bb980caca9,no,yes,yes,march,2016.0,,sin contacto previo
44.0,admin_,married,university_degree,unknown,True,False,telephone,320,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-11-07,29.924,-67.557,e0619d36_0fbe_4f36_8a5d_f5bf7ca17174,,yes,no,november,2015.0,,sin contacto previo
43.0,entrepreneur,married,university_degree,unknown,False,False,telephone,935,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,yes,2019-07-04,31.736,-113.877,920e99d1_8249_4fee_9a18_becb6b4c6361,,no,no,july,2019.0,,sin contacto previo
57.0,retired,married,basic_4y,unknown,False,False,telephone,74,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-09-12,34.839,-103.636,127ce9ac_9e23_4f6c_8b90_7183ee67e323,,no,no,september,2019.0,,sin contacto previo
58.0,management,married,university_degree,False,True,False,telephone,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-03-08,42.408,-70.287,a7ee3c5f_f7df_4578_a5c6_cd384d1c4e56,no,yes,no,march,2019.0,,sin contacto previo
50.0,blue_collar,married,basic_6y,unknown,False,False,telephone,586,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,2017-06-25,48.601,-124.018,465b46ef_667a_450c_8c58_68cee1ab1b37,,no,no,june,2017.0,,sin contacto previo
38.0,blue_collar,married,basic_6y,unknown,True,False,telephone,950,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-02-19,32.764,-97.535,3d6f1612_a747_4a56_8873_e155ef26f4af,,yes,no,february,2015.0,,sin contacto previo
34.0,blue_collar,single,basic_9y,unknown,False,False,telephone,159,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-12-26,29.621,-107.747,79f2d0c7_4eea_4af4_986b_294bcd11c297,,no,no,december,2015.0,,sin contacto previo
31.0,blue_collar,married,basic_9y,False,True,False,telephone,838,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,yes,2019-02-23,25.748,-76.688,f631f9b9_fb10_44c9_8a87_093b6bac6739,no,yes,no,february,2019.0,,sin contacto previo
31.0,technician,single,unknown,False,False,False,telephone,46,1,999,0,nonexistent,1.4,93.749,-41.8,4.857,5228.1,no,2018-07-19,48.022,-118.881,0337b714_dc81_449e_8520_bb04184b0ca9,no,no,no,july,2018.0,,sin contacto previo
55.0,technician,married,high_school,unknown,False,False,telephone,473,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-06-22,48.592,-110.239,5aaacfa3_49e2_4e9c_9a4f_490d20737f72,,no,no,june,2018.0,,sin contacto previo
45.0,blue_collar,married,basic_9y,False,False,False,telephone,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-01-15,36.064,-70.88,277e6dfe_d2b0_497b_9888_a8e50c8fcdd5,no,no,no,january,2019.0,,sin contacto previo
38.0,admin_,divorced,high_school,False,True,True,telephone,967,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,2018-07-06,30.907,-78.78,09f653dd_5471_4f75_90ef_c18d27f075d6,no,yes,yes,july,2018.0,,sin contacto previo
44.0,unemployed,single,basic_4y,False,False,False,telephone,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-08-02,39.977,-111.234,16d16303_d254_4425_9057_7480c9a66804,no,no,no,august,2017.0,,sin contacto previo
30.0,admin_,single,university_degree,False,True,False,telephone,148,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-09-25,24.8,-102.193,b2be30a7_5332_40f8_baf8_53c106016ea4,no,yes,no,september,2016.0,,sin contacto previo
57.0,blue_collar,married,unknown,unknown,False,False,telephone,651,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,2018-06-30,32.192,-107.563,2bacab4d_a9b6_41bf_810c_592f3ff9ca67,,no,no,june,2018.0,,sin contacto previo
39.0,blue_collar,married,professional_course,False,False,False,telephone,437,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-04-14,32.333,-87.218,e534ad2b_4147_4884_826b_65c66d2404df,no,no,no,april,2019.0,,sin contacto previo
52.0,blue_collar,divorced,high_school,False,False,False,telephone,134,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-11-12,26.227,-89.916,b4231bc4_d2c0_465a_b009_421a50e36a7a,no,no,no,november,2017.0,,sin contacto previo
36.0,services,single,unknown,False,True,True,telephone,116,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-05-04,38.157,-113.478,59c59d1e_4bda_40bb_8c64_e5a4340a2944,no,yes,yes,may,2015.0,,sin contacto previo
41.0,self_employed,married,high_school,False,unknown,unknown,telephone,143,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-02-08,41.997,-120.628,17ab6b90_3318_4f65_b7d3_f5901bb65b35,no,,,february,2015.0,,sin contacto previo
43.0,unemployed,married,university_degree,unknown,True,False,telephone,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-10-16,42.226,-110.339,1159c9c7_7049_4dbe_8cab_3d46391d10ca,,yes,no,october,2015.0,,sin contacto previo
39.0,entrepreneur,married,university_degree,False,True,False,telephone,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-08-08,44.598,-105.011,52179ef2_532f_4581_860c_f68c5ff1907e,no,yes,no,august,2019.0,,sin contacto previo
44.0,blue_collar,divorced,high_school,False,True,False,telephone,340,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-12-31,46.019,-75.242,4644a3f9_343e_46d2_867d_bc89ee4a927b,no,yes,no,december,2016.0,,sin contacto previo
40.0,entrepreneur,married,basic_9y,False,True,False,telephone,103,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-12-02,45.847,-113.706,f0c043ce_7339_46f9_ba31_dd6820d75136,no,yes,no,december,2018.0,,sin contacto previo
49.0,technician,divorced,unknown,False,False,False,telephone,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-07-27,45.847,-115.555,ead2dbf0_2136_4570_888e_8c8757817430,no,no,no,july,2019.0,,sin contacto previo
42.0,admin_,divorced,high_school,False,True,True,telephone,247,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-04-28,30.65,-70.148,fb1be53e_0620_43bb_9d38_fd3c55f9504b,no,yes,yes,april,2016.0,,sin contacto previo
56.0,blue_collar,married,basic_4y,unknown,True,False,telephone,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-04-22,27.504,-78.989,1cfe3084_8bce_43bf_9e06_ef319a4a9846,,yes,no,april,2017.0,,sin contacto previo
31.0,housemaid,married,basic_4y,unknown,False,False,telephone,327,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-12-21,49.156,-84.56,1b66682b_0765_413e_a6ec_83504fbadd4e,,no,no,december,2015.0,,sin contacto previo
52.0,unemployed,married,unknown,False,True,False,telephone,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-05-26,36.425,-77.707,e486aa87_4962_4a01_8640_cfc909c077c1,no,yes,no,may,2018.0,,sin contacto previo
33.0,management,single,university_degree,False,False,False,telephone,257,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-01-10,40.911,-89.33,b29c77cf_8961_42be_9bea_8de6e7e238b2,no,no,no,january,2015.0,,sin contacto previo
33.0,admin_,married,university_degree,False,True,True,telephone,59,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-02-13,28.946,-95.633,54ded796_4144_4f07_a1c4_2a2d23460e85,no,yes,yes,february,2017.0,,sin contacto previo
45.0,unknown,married,unknown,unknown,False,False,telephone,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-10-20,27.128,-83.248,d89f2612_cf0d_4adc_bc7a_87cc11e3b538,,no,no,october,2018.0,,sin contacto previo
51.0,entrepreneur,married,professional_course,False,False,False,telephone,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-04-08,48.886,-84.739,c02a0148_4fbc_4b79_a130_eb80a044e5db,no,no,no,april,2015.0,,sin contacto previo
36.0,technician,married,professional_course,False,False,False,telephone,183,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-04-07,43.883,-102.426,a7dfab61_7901_4392_a7ef_042e2786d241,no,no,no,april,2016.0,,sin contacto previo
45.0,technician,married,university_degree,False,False,False,telephone,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-08-22,29.752,-89.169,85ee5b71_6d7b_471f_b08f_66066406e7a2,no,no,no,august,2019.0,,sin contacto previo
42.0,services,married,high_school,False,False,False,telephone,678,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-12-10,26.177,-93.714,c803070a_5ba1_4263_9759_0fca74b212aa,no,no,no,december,2017.0,,sin contacto previo
43.0,services,single,unknown,unknown,True,False,telephone,86,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-04-10,42.998,-90.697,bd582ab0_b3ad_4b21_89ca_893c1043105f,,yes,no,april,2015.0,,sin contacto previo
42.0,blue_collar,married,unknown,False,False,False,telephone,96,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-07-12,45.972,-67.299,03059729_52d3_4d46_aef0_dbdcc57c2282,no,no,no,july,2018.0,,sin contacto previo
36.0,admin_,married,professional_course,False,False,False,telephone,211,17,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-08-12,39.245,-101.44,25082bb6_9e35_41e5_b949_0373c33963d6,no,no,no,august,2016.0,,sin contacto previo
42.0,blue_collar,divorced,basic_9y,False,True,False,telephone,201,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-12-11,27.604,-93.035,36660462_c1c0_47fc_bb2d_8933b5fca18a,no,yes,no,december,2017.0,,sin contacto previo
48.0,admin_,married,professional_course,False,False,False,telephone,105,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-11-11,24.661,-104.831,6dc26c40_5fde_4d0e_a209_50063323c3c5,no,no,no,november,2018.0,,sin contacto previo
35.0,admin_,married,university_degree,False,True,False,telephone,100,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-03-11,31.279,-86.803,c3199669_c5cf_4e91_a753_78c845b4740c,no,yes,no,march,2016.0,,sin contacto previo
30.0,blue_collar,single,basic_4y,unknown,False,False,telephone,952,3,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2017-02-16,44.474,-81.213,1c3b2f1f_50f8_4127_8674_5fcd74254b0a,,no,no,february,2017.0,,sin contacto previo
31.0,admin_,married,university_degree,False,False,False,telephone,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-04-14,47.185,-92.384,cf5495d4_1c11_4c8c_9121_731a3e1209c9,no,no,no,april,2019.0,,sin contacto previo
40.0,technician,married,basic_9y,False,False,False,telephone,389,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-01-09,32.183,-114.219,14a7039a_f14a_4e40_86a7_6d73bc1a7f3c,no,no,no,january,2018.0,,sin contacto previo
26.0,admin_,single,high_school,False,False,False,telephone,203,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-07-19,25.893,-79.223,fe491800_96cb_47c3_badc_1a630f416b22,no,no,no,july,2018.0,,sin contacto previo
47.0,blue_collar,divorced,basic_4y,False,False,True,telephone,450,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-08-25,41.026,-116.49,80b6c0da_0e84_41d7_be12_7816424a0711,no,no,yes,august,2019.0,,sin contacto previo
41.0,housemaid,married,basic_4y,unknown,False,False,telephone,105,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-06-12,36.976,-116.263,57223303_0273_4aa0_b035_d71e2714bb8b,,no,no,june,2017.0,,sin contacto previo
40.0,services,married,high_school,False,True,False,telephone,85,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-01-06,37.659,-67.89,e0b5643e_9ffa_4204_90dc_82180c878cc2,no,yes,no,january,2018.0,,sin contacto previo
37.0,blue_collar,married,basic_9y,False,False,False,telephone,203,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2018-11-04,33.421,-70.973,ce6ecb48_3a41_47f2_8989_8710f03505c4,no,no,no,november,2018.0,,sin contacto previo
38.0,blue_collar,married,basic_6y,unknown,True,False,telephone,74,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-06-24,49.128,-99.529,426ead03_e556_4df6_98a4_b2dd2d95b563,,yes,no,june,2019.0,,sin contacto previo
49.0,blue_collar,married,basic_9y,unknown,False,False,telephone,222,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-06-28,43.633,-95.811,85c2907e_dd12_4bd8_bad1_2eeaa1335e6f,,no,no,june,2017.0,,sin contacto previo
50.0,blue_collar,divorced,basic_4y,False,True,False,telephone,30,22,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-01-08,42.615,-70.188,3b01ace1_f97a_4da3_a803_7c04d686110e,no,yes,no,january,2019.0,,sin contacto previo
37.0,admin_,married,basic_9y,False,False,False,telephone,268,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-08-01,33.289,-109.784,28895c3f_ad7d_42ae_88fc_7de9476a5531,no,no,no,august,2019.0,,sin contacto previo
55.0,admin_,divorced,high_school,False,False,False,telephone,148,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-07-05,40.196,-101.345,f5131974_a85b_496d_b3f2_35f3306b92a4,no,no,no,july,2018.0,,sin contacto previo
50.0,blue_collar,divorced,basic_4y,False,False,False,telephone,427,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-12-18,27.212,-108.276,e2361469_9e66_46e6_87db_022d252a6f3d,no,no,no,december,2019.0,,sin contacto previo
38.0,admin_,single,university_degree,False,False,True,telephone,90,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-09-26,38.265,-121.028,65f34093_a594_46f8_b6f9_164166dba130,no,no,yes,september,2016.0,,sin contacto previo
33.0,entrepreneur,married,high_school,False,True,False,telephone,177,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-11-08,38.527,-68.212,10faef4d_b66b_4e5e_96a3_d6afcb2ccc79,no,yes,no,november,2015.0,,sin contacto previo
41.0,admin_,single,high_school,False,False,False,telephone,328,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-12-18,29.579,-116.73,7ef0bc40_eb04_4c55_9fda_8e36140d6212,no,no,no,december,2019.0,,sin contacto previo
56.0,blue_collar,married,basic_4y,False,False,False,telephone,133,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-05-04,45.369,-72.677,ce8ee2e7_ca5b_464e_9d87_31e01e78aa34,no,no,no,may,2019.0,,sin contacto previo
52.0,services,married,university_degree,False,True,True,telephone,516,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-02-13,32.781,-115.296,d68df15d_0b56_48a1_9023_ef49158e8079,no,yes,yes,february,2018.0,,sin contacto previo
51.0,unemployed,married,high_school,unknown,True,False,telephone,204,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-02-18,35.189,-115.389,35470b6d_15c0_485f_ab64_5d85c162cc72,,yes,no,february,2015.0,,sin contacto previo
32.0,blue_collar,married,basic_9y,False,False,False,telephone,184,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-08-26,30.099,-69.598,d99ff51e_3d98_42d1_b177_6e1702dd3eae,no,no,no,august,2017.0,,sin contacto previo
33.0,blue_collar,married,basic_6y,unknown,False,False,telephone,157,6,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-08-30,29.328,-86.157,e3ba114f_22b0_45ee_86ca_71c54e99fa7a,,no,no,august,2019.0,,sin contacto previo
49.0,management,divorced,high_school,unknown,False,False,telephone,319,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-08-14,26.948,-80.131,d0b550d8_7cf9_4ed5_b11b_1d6423404187,,no,no,august,2016.0,,sin contacto previo
29.0,self_employed,married,university_degree,unknown,True,False,telephone,199,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-12-06,38.499,-85.798,83f0757c_963f_4375_b7dd_515f099a22e8,,yes,no,december,2016.0,,sin contacto previo
35.0,blue_collar,married,basic_6y,unknown,False,False,telephone,147,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-05-18,24.671,-87.067,991487bb_5d4a_487a_9705_b9a32c0f1bc5,,no,no,may,2017.0,,sin contacto previo
25.0,self_employed,married,professional_course,False,True,False,telephone,394,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-04-05,44.745,-120.458,60401b0f_20bb_4823_9f8a_c6cb628b6e07,no,yes,no,april,2016.0,,sin contacto previo
47.0,blue_collar,married,basic_4y,unknown,True,True,telephone,81,3,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-08-30,33.367,-78.474,75d38e98_9ff5_49b5_80b1_be95372503ad,,yes,yes,august,2019.0,,sin contacto previo
38.0,blue_collar,married,basic_4y,False,False,False,telephone,157,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-03-07,36.49,-79.026,6a10709e_f3a2_4895_8ba3_823c05beabf7,no,no,no,march,2016.0,,sin contacto previo
56.0,admin_,married,high_school,False,True,False,telephone,375,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-08-06,45.782,-105.224,9bd35234_a655_41d3_b041_20ae1fa41ea7,no,yes,no,august,2015.0,,sin contacto previo
43.0,technician,single,professional_course,False,True,False,telephone,184,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-11-02,36.902,-122.759,41a3a658_bf70_48fc_946a_7d407472b13c,no,yes,no,november,2019.0,,sin contacto previo
38.0,self_employed,married,basic_4y,False,False,False,telephone,162,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-03-11,43.112,-92.672,f8e45c57_7bf4_4893_9c15_29c29dcabcc1,no,no,no,march,2019.0,,sin contacto previo
47.0,blue_collar,married,basic_9y,unknown,False,False,telephone,47,7,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2016-12-08,34.01,-69.535,a1f92a84_f7f6_49d7_8463_0f01c59a2570,,no,no,december,2016.0,,sin contacto previo
45.0,entrepreneur,married,basic_6y,False,False,False,telephone,215,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2018-12-31,32.744,-108.698,1e6cab15_d5f4_4c84_8b6d_dd045072b428,no,no,no,december,2018.0,,sin contacto previo
45.0,blue_collar,married,basic_9y,False,False,False,telephone,230,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-03-04,29.919,-76.037,f39c4086_6de0_49de_a005_f1eb056500a6,no,no,no,march,2015.0,,sin contacto previo
40.0,blue_collar,married,basic_4y,unknown,False,False,telephone,105,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-09-19,43.564,-89.17,ffb378fe_3659_4730_b936_2a9f7bd77426,,no,no,september,2018.0,,sin contacto previo
36.0,unemployed,single,university_degree,False,True,False,telephone,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-03-11,29.794,-119.151,7f1958d4_c73c_492f_8d39_2db8a6f46550,no,yes,no,march,2016.0,,sin contacto previo
41.0,blue_collar,married,basic_9y,False,True,False,telephone,213,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-06-21,32.555,-85.822,9c59288f_098b_4ccd_b5b8_6cd31b8f96c6,no,yes,no,june,2016.0,,sin contacto previo
45.0,entrepreneur,married,high_school,False,True,False,telephone,126,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-06-17,31.911,-72.381,c9329780_de4b_4726_bee1_9fae2c7a8744,no,yes,no,june,2019.0,,sin contacto previo
38.0,admin_,married,university_degree,False,True,False,telephone,70,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-09-30,31.098,-96.061,0157db55_5a09_4ffb_9f66_f6db24060bfa,no,yes,no,september,2015.0,,sin contacto previo
49.0,admin_,divorced,university_degree,False,False,False,telephone,141,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-09-03,37.725,-98.746,59feafab_28d0_496b_af04_5e66d40b7f22,no,no,no,september,2019.0,,sin contacto previo
38.0,blue_collar,married,basic_9y,unknown,False,False,telephone,111,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-01-01,41.788,-78.966,4a06f847_3265_426d_af43_79bf97385b37,,no,no,january,2017.0,,sin contacto previo
37.0,blue_collar,single,basic_9y,False,False,False,telephone,287,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-06-25,47.81,-104.466,54ec6275_516d_46b6_8881_93c04dd59b1c,no,no,no,june,2018.0,,sin contacto previo
43.0,services,married,high_school,False,True,False,telephone,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-04-02,43.804,-72.547,197617a9_4dca_4405_825b_1e945a796681,no,yes,no,april,2016.0,,sin contacto previo
29.0,admin_,single,university_degree,False,True,True,telephone,124,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2018-10-12,25.479,-106.052,efb3575b_1d8c_4e97_8bdc_7f2adf3e3357,no,yes,yes,october,2018.0,,sin contacto previo
38.0,technician,married,professional_course,False,True,False,telephone,67,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-08-31,43.527,-123.178,fb5077bd_bd85_4757_9c7a_257bcb3f4d32,no,yes,no,august,2017.0,,sin contacto previo
34.0,admin_,single,high_school,False,unknown,unknown,telephone,104,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-06-26,39.456,-71.318,96da952d_0045_4fa1_b130_61fbd3cb9a5f,no,,,june,2019.0,,sin contacto previo
57.0,retired,single,high_school,False,False,False,telephone,904,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-03-02,28.653,-103.83,23b71998_0f27_47ed_a3f0_ff368b9cb5fb,no,no,no,march,2017.0,,sin contacto previo
30.0,services,married,unknown,False,True,False,telephone,597,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-01-20,42.111,-118.427,b10ebd3d_1b0b_4af6_85de_abd63eb15a59,no,yes,no,january,2015.0,,sin contacto previo
28.0,services,married,high_school,False,False,False,telephone,274,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-08-30,47.558,-79.777,822dd581_270e_47a4_aa8b_c228470c40fd,no,no,no,august,2016.0,,sin contacto previo
35.0,blue_collar,single,unknown,False,False,False,telephone,124,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-07-15,45.54,-85.452,1fc1c1e2_88bd_4bf6_9479_14affb8d63f3,no,no,no,july,2015.0,,sin contacto previo
28.0,technician,single,university_degree,unknown,False,False,telephone,354,17,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2015-03-15,27.044,-105.578,e3c7cb47_7fd3_4a35_b550_acf09a17f1d6,,no,no,march,2015.0,,sin contacto previo
38.0,blue_collar,married,basic_9y,False,False,False,telephone,152,10,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-12-24,32.893,-112.533,e71b06fb_3c37_4905_9811_7f8f26fee894,no,no,no,december,2019.0,,sin contacto previo
31.0,housemaid,married,basic_4y,unknown,True,False,telephone,328,4,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2019-10-05,36.224,-75.37,1e9ea17a_623a_422b_b930_46944a6bf77e,,yes,no,october,2019.0,,sin contacto previo
59.0,retired,married,professional_course,unknown,True,False,telephone,59,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-06-02,40.749,-86.934,3b8e5a08_79b6_40f3_b2d2_09aa6d00e1a7,,yes,no,june,2016.0,,sin contacto previo
39.0,blue_collar,married,basic_4y,unknown,True,False,telephone,125,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-04-19,42.916,-95.819,37183261_f5d0_4e18_a959_593864c8accc,,yes,no,april,2016.0,,sin contacto previo
36.0,technician,married,high_school,False,True,False,telephone,158,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2017-12-20,49.18,-103.419,5e5db445_8e73_4ce3_bc55_61249d080a11,no,yes,no,december,2017.0,,sin contacto previo
33.0,services,single,basic_6y,False,unknown,unknown,telephone,179,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-01-12,38.463,-111.837,396d9a1d_2b6d_4e4a_9e6a_931ddc1059d5,no,,,january,2016.0,,sin contacto previo
41.0,technician,married,professional_course,unknown,True,False,telephone,649,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,2018-07-14,41.61,-98.001,fd7b965b_895c_4bb2_b745_0872250df29c,,yes,no,july,2018.0,,sin contacto previo
38.0,services,divorced,unknown,False,True,True,telephone,26,29,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-10-16,26.585,-94.349,cfb722e9_aa81_4135_a956_2f0f847fa692,no,yes,yes,october,2017.0,,sin contacto previo
28.0,admin_,single,university_degree,False,False,False,telephone,203,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-09-07,48.108,-102.388,a5ade9a4_4a03_4b9b_b4d3_a141b15e748e,no,no,no,september,2019.0,,sin contacto previo
30.0,services,married,high_school,False,True,False,telephone,138,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2017-08-09,26.511,-122.049,22033da2_b07e_461b_942c_c80e9f28ba47,no,yes,no,august,2017.0,,sin contacto previo
25.0,blue_collar,single,basic_4y,False,False,False,telephone,107,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2019-08-17,27.035,-108.374,54215dae_d635_46f0_b9a1_2b161a919ea8,no,no,no,august,2019.0,,sin contacto previo
45.0,blue_collar,married,basic_9y,unknown,False,False,telephone,409,3,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228.1,no,2018-10-02,32.636,-70.244,8a918a1f_ad79_45bd_96d9_72d4e760b9a1,,no,no,october,2018.0,,sin contacto previo
40.0,admin_,single,university_degree,False,False,True,telephone,48,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2016-06-18,27.906,-117.603,67b9ed56_7ab9_41ad_b104_2d5d6b1f2418,no,no,yes,june,2016.0,,sin contacto previo
